County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Virginia Beach city, Virginia",    Families,"118,630",2.50%,1.10%,3.30%,5.10%,9.40%,17.30%,16.40%,23.70%,10.50%,10.70%,"91,553","115,604",,(X),34.50%,(X)
"Virginia Beach city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Virginia Beach city, Virginia",    Married-couple families,"88,161",0.60%,0.40%,1.90%,2.90%,6.90%,15.90%,16.80%,27.80%,13.10%,13.60%,"106,137","133,324",,(X),(X),(X)
"Virginia Beach city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Virginia Beach city, Virginia",    Nonfamily households,"53,822",6.20%,3.50%,10.00%,10.70%,18.40%,22.80%,11.20%,10.90%,3.60%,2.50%,"50,798","66,493",,(X),(X),31.50%
"Virginia Beach city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Waynesboro city, Virginia","Waynesboro city, Virginia",,,,,,,,,,,,,,,,,
"Waynesboro city, Virginia",    Households,"9,169",7.70%,5.60%,13.00%,13.30%,16.40%,13.90%,11.70%,10.70%,4.70%,3.00%,"43,480","65,323",,35.80%,(X),(X)
"Waynesboro city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Waynesboro city, Virginia",    Families,"4,928",6.30%,3.90%,6.50%,8.50%,15.70%,16.60%,14.70%,16.10%,7.10%,4.60%,"62,967","84,687",,(X),37.20%,(X)
"Waynesboro city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Waynesboro city, Virginia",    Married-couple families,"3,280",3.50%,1.10%,3.20%,5.40%,11.70%,20.70%,20.10%,18.40%,9.70%,6.30%,"82,842",N,,(X),(X),(X)
"Waynesboro city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Waynesboro city, Virginia",    Nonfamily households,"4,241",10.40%,6.80%,20.60%,18.80%,17.30%,12.00%,7.70%,3.40%,1.90%,1.30%,"31,737","41,545",,(X),(X),33.80%
"Waynesboro city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Williamsburg city, Virginia","Williamsburg city, Virginia",,,,,,,,,,,,,,,,,
"Williamsburg city, Virginia",    Households,"4,485",6.10%,2.20%,12.20%,9.80%,10.60%,17.40%,13.00%,10.90%,7.20%,10.60%,"59,288","100,907",,26.70%,(X),(X)
"Williamsburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Williamsburg city, Virginia",    Families,"2,244",3.20%,0.40%,5.50%,12.20%,8.90%,15.60%,12.50%,14.40%,11.50%,16.00%,"82,396","137,806",,(X),29.70%,(X)
"Williamsburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Williamsburg city, Virginia",    Married-couple families,"1,644",0.70%,0.50%,1.60%,2.70%,7.50%,17.60%,15.90%,18.00%,15.70%,19.80%,"106,118",N,,(X),(X),(X)
"Williamsburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Williamsburg city, Virginia",    Nonfamily households,"2,241",9.50%,3.50%,19.40%,9.80%,12.30%,20.90%,9.10%,7.70%,2.60%,5.20%,"43,996","61,484",,(X),(X),21.00%
"Williamsburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Winchester city, Virginia","Winchester city, Virginia",,,,,,,,,,,,,,,,,
"Winchester city, Virginia",    Households,"10,669",3.30%,4.50%,8.80%,9.70%,15.40%,21.20%,12.90%,11.30%,5.50%,7.30%,"61,102","80,054",,29.80%,(X),(X)
"Winchester city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Winchester city, Virginia",    Families,"6,122",2.70%,3.20%,4.60%,7.70%,13.60%,19.40%,16.30%,14.70%,7.00%,10.80%,"73,708","96,490",,(X),34.40%,(X)
"Winchester city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Winchester city, Virginia",    Married-couple families,"3,983",1.00%,0.80%,3.30%,7.00%,10.60%,12.90%,20.30%,19.50%,10.50%,14.30%,"91,063",N,,(X),(X),(X)
"Winchester city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Winchester city, Virginia",    Nonfamily households,"4,547",5.40%,8.60%,16.30%,14.10%,18.20%,19.10%,6.80%,6.60%,2.60%,2.40%,"37,753","51,939",,(X),(X),22.10%
"Winchester city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Washington","Adams County, Washington",,,,,,,,,,,,,,,,,
"Adams County, Washington",    Households,"6,035",7.80%,4.20%,11.00%,8.90%,15.90%,20.50%,13.60%,11.10%,4.10%,2.80%,"51,601","65,745",,39.40%,(X),(X)
"Adams County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Washington",    Families,"4,601",6.50%,4.20%,8.70%,9.30%,14.30%,23.20%,13.90%,12.70%,3.70%,3.70%,"57,305","70,698",,(X),40.00%,(X)
"Adams County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Washington",    Married-couple families,"3,160",2.10%,2.50%,8.60%,4.90%,9.10%,28.30%,16.90%,17.70%,5.30%,4.60%,"70,170",N,,(X),(X),(X)
"Adams County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Washington",    Nonfamily households,"1,434",14.60%,10.00%,17.40%,13.40%,19.50%,7.60%,10.00%,2.20%,5.20%,0.10%,"29,292","41,076",,(X),(X),35.80%
"Adams County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Asotin County, Washington","Asotin County, Washington",,,,,,,,,,,,,,,,,
"Asotin County, Washington",    Households,"9,286",4.30%,4.40%,8.70%,10.30%,19.40%,17.90%,13.50%,12.80%,4.80%,4.00%,"53,941","73,667",,32.60%,(X),(X)
"Asotin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Asotin County, Washington",    Families,"5,701",2.60%,1.70%,5.40%,9.90%,17.40%,17.00%,16.00%,17.20%,7.30%,5.60%,"66,861","88,988",,(X),31.60%,(X)
"Asotin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Asotin County, Washington",    Married-couple families,"4,522",0.30%,1.50%,2.90%,7.00%,17.90%,15.00%,19.00%,20.90%,8.40%,7.10%,"82,520",N,,(X),(X),(X)
"Asotin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Asotin County, Washington",    Nonfamily households,"3,585",9.00%,8.60%,16.40%,13.00%,20.40%,18.70%,7.10%,4.80%,0.30%,1.50%,"36,416","45,490",,(X),(X),34.10%
"Asotin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Washington","Benton County, Washington",,,,,,,,,,,,,,,,,
"Benton County, Washington",    Households,"73,073",3.90%,3.30%,6.70%,7.40%,11.60%,18.90%,14.30%,17.90%,8.40%,7.60%,"72,046","92,280",,28.20%,(X),(X)
"Benton County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Washington",    Families,"50,497",2.70%,1.80%,4.20%,6.10%,10.90%,18.10%,14.70%,21.60%,10.00%,10.00%,"84,750","105,338",,(X),27.20%,(X)
"Benton County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Washington",    Married-couple families,"38,310",0.40%,1.40%,2.40%,3.80%,8.40%,18.00%,16.00%,25.00%,11.90%,12.60%,"99,227","119,849",,(X),(X),(X)
"Benton County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Washington",    Nonfamily households,"22,576",7.70%,7.10%,13.90%,11.80%,14.10%,20.00%,12.20%,8.10%,3.40%,1.50%,"43,456","56,594",,(X),(X),27.70%
"Benton County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Chelan County, Washington","Chelan County, Washington",,,,,,,,,,,,,,,,,
"Chelan County, Washington",    Households,"29,383",4.00%,3.00%,10.50%,8.70%,14.80%,18.70%,12.60%,16.30%,6.70%,4.70%,"61,304","81,903",,29.40%,(X),(X)
"Chelan County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Chelan County, Washington",    Families,"19,666",2.80%,1.50%,6.40%,7.10%,12.90%,20.70%,13.70%,20.50%,8.50%,5.80%,"72,405","94,969",,(X),29.00%,(X)
"Chelan County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Chelan County, Washington",    Married-couple families,"15,016",1.50%,0.80%,4.20%,5.50%,11.60%,20.60%,15.30%,23.30%,9.90%,7.30%,"81,883","106,479",,(X),(X),(X)
"Chelan County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Chelan County, Washington",    Nonfamily households,"9,717",8.40%,7.10%,19.60%,12.20%,17.00%,17.60%,9.10%,4.20%,2.50%,2.30%,"36,440","50,732",,(X),(X),27.10%
"Chelan County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clallam County, Washington","Clallam County, Washington",,,,,,,,,,,,,,,,,
"Clallam County, Washington",    Households,"33,197",5.50%,5.10%,10.90%,10.20%,13.90%,18.40%,13.80%,13.40%,5.10%,3.80%,"55,090","70,714",,35.00%,(X),(X)
"Clallam County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clallam County, Washington",    Families,"20,550",3.30%,2.30%,5.80%,7.10%,14.40%,20.30%,17.30%,17.90%,6.70%,5.00%,"70,885","84,477",,(X),33.90%,(X)
"Clallam County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clallam County, Washington",    Married-couple families,"15,590",1.30%,1.00%,3.20%,4.90%,12.60%,20.80%,19.40%,21.90%,8.50%,6.40%,"82,622","96,381",,(X),(X),(X)
"Clallam County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clallam County, Washington",    Nonfamily households,"12,647",10.20%,10.30%,20.50%,15.80%,13.00%,14.80%,7.70%,4.50%,1.90%,1.20%,"30,455","44,041",,(X),(X),34.90%
"Clallam County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clark County, Washington","Clark County, Washington",,,,,,,,,,,,,,,,,
"Clark County, Washington",    Households,"178,478",3.50%,2.60%,5.90%,6.30%,11.60%,18.60%,14.30%,20.10%,8.90%,8.00%,"77,184","98,164",,28.70%,(X),(X)
"Clark County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clark County, Washington",    Families,"123,522",2.20%,1.50%,3.80%,4.80%,10.00%,18.30%,15.30%,23.30%,11.10%,9.70%,"90,318","110,453",,(X),28.10%,(X)
"Clark County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clark County, Washington",    Married-couple families,"97,425",1.00%,0.70%,2.10%,3.60%,8.10%,17.30%,15.90%,25.90%,13.50%,11.70%,"101,753","122,387",,(X),(X),(X)
"Clark County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Clark County, Washington",    Nonfamily households,"54,956",8.00%,5.40%,11.90%,10.40%,16.00%,19.10%,11.80%,11.00%,3.00%,3.30%,"48,018","64,272",,(X),(X),27.60%
"Clark County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Columbia County, Washington","Columbia County, Washington",,,,,,,,,,,,,,,,,
"Columbia County, Washington",    Households,"1,795",4.20%,6.60%,10.80%,6.10%,8.60%,20.70%,16.60%,15.40%,5.00%,6.00%,"61,779","86,952",,27.70%,(X),(X)
"Columbia County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Columbia County, Washington",    Families,"1,196",1.60%,1.50%,2.10%,3.60%,8.90%,20.50%,23.70%,22.30%,7.40%,8.40%,"90,652","112,169",,(X),28.90%,(X)
"Columbia County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Columbia County, Washington",    Married-couple families,"1,035",0.00%,1.70%,2.40%,2.70%,7.90%,14.90%,27.40%,24.60%,8.60%,9.70%,"93,451",N,,(X),(X),(X)
"Columbia County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Columbia County, Washington",    Nonfamily households,599,9.50%,16.70%,28.20%,12.40%,10.50%,18.70%,1.20%,1.70%,0.00%,1.20%,"21,550","34,872",,(X),(X),25.40%
"Columbia County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Cowlitz County, Washington","Cowlitz County, Washington",,,,,,,,,,,,,,,,,
"Cowlitz County, Washington",    Households,"42,354",5.90%,4.30%,10.10%,9.40%,13.70%,18.90%,14.10%,12.80%,6.60%,4.10%,"58,791","75,881",,27.20%,(X),(X)
"Cowlitz County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Cowlitz County, Washington",    Families,"28,007",3.80%,2.10%,5.40%,7.30%,13.10%,20.60%,16.70%,16.60%,9.40%,5.10%,"72,234","89,614",,(X),26.60%,(X)
"Cowlitz County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Cowlitz County, Washington",    Married-couple families,"20,499",0.80%,0.80%,3.20%,5.10%,11.60%,20.90%,19.20%,20.00%,11.80%,6.60%,"83,029","102,638",,(X),(X),(X)
"Cowlitz County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Cowlitz County, Washington",    Nonfamily households,"14,347",12.20%,9.70%,19.80%,13.90%,15.40%,14.80%,7.90%,4.20%,0.80%,1.30%,"29,910","43,043",,(X),(X),26.30%
"Cowlitz County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Washington","Douglas County, Washington",,,,,,,,,,,,,,,,,
"Douglas County, Washington",    Households,"15,435",3.60%,3.00%,5.80%,9.30%,13.70%,22.10%,14.90%,14.60%,7.10%,6.10%,"65,730","90,921",,25.10%,(X),(X)
"Douglas County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Washington",    Families,"11,303",2.50%,1.40%,5.10%,7.30%,12.20%,22.10%,16.30%,17.80%,8.20%,7.10%,"73,915","96,149",,(X),23.00%,(X)
"Douglas County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Washington",    Married-couple families,"8,519",0.60%,1.00%,2.20%,4.70%,11.60%,23.20%,18.20%,20.80%,9.90%,7.70%,"83,426","106,518",,(X),(X),(X)
"Douglas County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Washington",    Nonfamily households,"4,132",7.90%,7.40%,9.60%,17.30%,18.90%,19.70%,8.60%,3.40%,4.20%,3.10%,"43,122","66,080",,(X),(X),30.10%
"Douglas County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Ferry County, Washington","Ferry County, Washington",,,,,,,,,,,,,,,,,
"Ferry County, Washington",    Households,"3,175",9.70%,8.00%,16.90%,8.80%,13.70%,11.80%,9.90%,13.50%,3.90%,3.70%,"41,685","63,335",,35.10%,(X),(X)
"Ferry County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Ferry County, Washington",    Families,"1,934",3.80%,4.40%,10.70%,8.40%,13.90%,15.60%,13.40%,18.60%,5.50%,5.70%,"63,490","82,263",,(X),39.30%,(X)
"Ferry County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Ferry County, Washington",    Married-couple families,"1,464",1.30%,3.60%,6.90%,5.70%,12.20%,18.40%,15.00%,23.00%,6.80%,7.10%,"76,400",N,,(X),(X),(X)
"Ferry County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Ferry County, Washington",    Nonfamily households,"1,241",20.30%,13.60%,29.20%,10.00%,11.10%,5.20%,3.60%,6.00%,0.20%,0.60%,"21,235","31,714",,(X),(X),28.00%
"Ferry County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Washington","Franklin County, Washington",,,,,,,,,,,,,,,,,
"Franklin County, Washington",    Households,"27,263",4.00%,3.10%,7.40%,9.00%,11.60%,20.90%,12.80%,18.60%,6.90%,5.70%,"66,904","84,906",,34.80%,(X),(X)
"Franklin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Washington",    Families,"21,177",4.00%,2.20%,6.50%,6.70%,10.60%,20.80%,14.00%,21.00%,7.50%,6.80%,"73,828","91,401",,(X),35.50%,(X)
"Franklin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Washington",    Married-couple families,"15,528",0.90%,1.50%,3.40%,5.70%,8.70%,21.00%,15.00%,25.20%,9.30%,9.10%,"86,541","104,337",,(X),(X),(X)
"Franklin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Washington",    Nonfamily households,"6,086",9.20%,6.40%,13.80%,17.30%,14.50%,17.70%,8.40%,9.50%,1.90%,1.30%,"38,697","49,995",,(X),(X),27.90%
"Franklin County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Garfield County, Washington","Garfield County, Washington",,,,,,,,,,,,,,,,,
"Garfield County, Washington",    Households,986,4.00%,2.00%,6.90%,12.90%,19.30%,20.30%,18.90%,11.30%,2.80%,1.70%,"56,923","64,502",,34.40%,(X),(X)
"Garfield County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Garfield County, Washington",    Families,677,3.10%,0.00%,5.00%,4.00%,23.50%,21.00%,21.40%,15.40%,4.10%,2.50%,"68,355","74,304",,(X),38.40%,(X)
"Garfield County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Garfield County, Washington",    Married-couple families,632,2.10%,0.00%,3.20%,4.30%,22.90%,21.00%,22.90%,16.50%,4.40%,2.70%,"72,609",N,,(X),(X),(X)
"Garfield County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Garfield County, Washington",    Nonfamily households,309,8.40%,3.90%,11.30%,32.00%,10.70%,18.10%,13.30%,2.30%,0.00%,0.00%,"32,813","42,604",,(X),(X),25.60%
"Garfield County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Washington","Grant County, Washington",,,,,,,,,,,,,,,,,
"Grant County, Washington",    Households,"31,908",5.20%,3.20%,9.60%,10.60%,13.40%,18.60%,15.90%,15.00%,4.80%,3.70%,"59,165","73,686",,39.40%,(X),(X)
"Grant County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Washington",    Families,"23,117",2.70%,2.30%,7.50%,10.30%,12.60%,19.40%,17.60%,18.50%,5.00%,4.10%,"67,262","80,924",,(X),39.80%,(X)
"Grant County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Washington",    Married-couple families,"16,559",1.50%,0.70%,4.10%,7.90%,10.60%,19.40%,20.40%,22.90%,6.80%,5.70%,"81,172","94,226",,(X),(X),(X)
"Grant County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Washington",    Nonfamily households,"8,791",13.20%,7.00%,18.30%,12.40%,15.40%,16.40%,9.00%,4.60%,2.50%,1.30%,"33,871","46,699",,(X),(X),35.70%
"Grant County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grays Harbor County, Washington","Grays Harbor County, Washington",,,,,,,,,,,,,,,,,
"Grays Harbor County, Washington",    Households,"29,433",6.80%,4.70%,10.20%,10.60%,17.00%,18.70%,13.60%,12.40%,3.80%,2.30%,"50,665","66,796",,38.20%,(X),(X)
"Grays Harbor County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grays Harbor County, Washington",    Families,"18,847",4.50%,2.10%,6.30%,7.70%,16.80%,20.50%,17.80%,16.20%,5.20%,2.90%,"65,680","78,939",,(X),39.50%,(X)
"Grays Harbor County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grays Harbor County, Washington",    Married-couple families,"14,261",2.30%,1.00%,3.10%,7.10%,16.10%,20.80%,19.70%,19.80%,6.80%,3.40%,"74,569","89,262",,(X),(X),(X)
"Grays Harbor County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Grays Harbor County, Washington",    Nonfamily households,"10,586",13.40%,10.30%,19.50%,16.00%,16.50%,12.90%,5.60%,4.10%,0.70%,1.00%,"29,370","40,334",,(X),(X),32.90%
"Grays Harbor County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Island County, Washington","Island County, Washington",,,,,,,,,,,,,,,,,
"Island County, Washington",    Households,"35,326",4.50%,2.60%,6.60%,7.00%,12.30%,20.30%,15.30%,17.30%,7.80%,6.20%,"70,765","92,083",,32.20%,(X),(X)
"Island County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Island County, Washington",    Families,"24,157",2.50%,1.90%,3.20%,5.10%,11.10%,22.20%,16.10%,20.70%,9.30%,7.80%,"79,997","104,679",,(X),32.00%,(X)
"Island County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Island County, Washington",    Married-couple families,"20,285",0.90%,0.80%,2.20%,3.80%,10.20%,22.40%,17.40%,22.50%,10.50%,9.20%,"86,167","113,728",,(X),(X),(X)
"Island County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Island County, Washington",    Nonfamily households,"11,169",9.70%,4.50%,13.70%,11.90%,15.80%,16.50%,13.20%,9.40%,3.30%,2.00%,"43,715","60,119",,(X),(X),30.40%
"Island County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Washington","Jefferson County, Washington",,,,,,,,,,,,,,,,,
"Jefferson County, Washington",    Households,"15,051",6.90%,5.30%,7.00%,9.90%,12.30%,21.30%,11.10%,13.90%,6.60%,5.80%,"57,693","80,554",,31.70%,(X),(X)
"Jefferson County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Washington",    Families,"9,206",4.80%,2.10%,4.40%,7.60%,12.50%,21.10%,12.70%,18.30%,9.00%,7.50%,"71,814","96,913",,(X),31.40%,(X)
"Jefferson County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Washington",    Married-couple families,"7,744",1.70%,1.60%,3.80%,6.70%,10.80%,23.00%,12.40%,20.90%,10.30%,8.60%,"77,569",N,,(X),(X),(X)
"Jefferson County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Washington",    Nonfamily households,"5,845",10.80%,10.30%,11.40%,13.60%,13.00%,21.00%,7.80%,6.90%,2.30%,3.00%,"37,866","52,974",,(X),(X),29.70%
"Jefferson County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"King County, Washington","King County, Washington",,,,,,,,,,,,,,,,,
"King County, Washington",    Households,"900,061",4.00%,2.50%,4.80%,5.00%,8.10%,14.00%,11.80%,19.10%,11.60%,18.90%,"99,158","134,708",,25.90%,(X),(X)
"King County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"King County, Washington",    Families,"534,762",2.00%,1.30%,3.00%,3.40%,6.20%,12.00%,11.80%,20.60%,14.30%,25.40%,"123,939","162,190",,(X),26.80%,(X)
"King County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"King County, Washington",    Married-couple families,"424,278",0.80%,0.70%,1.60%,2.40%,4.50%,10.00%,11.20%,21.80%,16.60%,30.40%,"141,760","181,948",,(X),(X),(X)
"King County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"King County, Washington",    Nonfamily households,"365,299",7.40%,4.60%,7.80%,7.70%,11.40%,17.60%,12.20%,16.10%,7.10%,8.20%,"64,480","89,241",,(X),(X),23.20%
"King County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Kitsap County, Washington","Kitsap County, Washington",,,,,,,,,,,,,,,,,
"Kitsap County, Washington",    Households,"105,758",3.70%,3.00%,5.80%,5.70%,11.00%,18.20%,15.30%,20.10%,8.50%,8.70%,"78,969","98,809",,26.60%,(X),(X)
"Kitsap County, Washington",        Estimate,,,,,,,,,,,,,,,,,
"Kitsap County, Washington",    Families,"71,415",2.50%,1.40%,4.00%,3.60%,9.10%,17.30%,16.60%,23.40%,10.70%,11.40%,"93,126","113,353",,(X),25.90%,(X)
